9.428571 	 birds 	 14.44
9.428571 	 doors 	 5.44
9.428571 	 know 	 10.13
9.428571 	 page 	 7.09
9.428571 	 song 	 11.94
9.428571 	 student 	 12.31
9.428571 	 told 	 14.37
9.571429 	 give 	 11.06
9.571429 	 hand 	 11.53
9.571429 	 just 	 22.39
9.571429 	 kept 	 14.63
9.571429 	 movies 	 12.39
9.571429 	 need 	 9.16
9.714286 	 able 	 12.78
9.714286 	 name 	 18.27
9.857143 	 music 	 9.34
9.857143 	 played 	 14.04
9.857143 	 send 	 12.13
10.0 	 boot 	 13.87
10.0 	 driving 	 13.63
10.0 	 fruits 	 9.26
10.0 	 started 	 13.82
10.142857 	 everywhere 	 12.09
10.142857 	 falling 	 7.93
10.142857 	 houses 	 10.37
10.285714 	 done 	 9.81
10.285714 	 everyone 	 10.4
10.285714 	 means 	 14.27
10.285714 	 peach 	 11.95
10.285714 	 sick 	 16.17
10.428571 	 bring 	 15.05
10.428571 	 ends 	 11.15
10.428571 	 goes 	 13.14
10.428571 	 hold 	 13.56
10.571429 	 because 	 11.47
10.571429 	 gave 	 15.09
10.571429 	 pass 	 13.39
10.571429 	 water 	 14.09
10.571429 	 wins 	 13.76
10.714286 	 alone 	 14.35
10.714286 	 feet 	 19.67
10.714286 	 ground 	 11.15
10.714286 	 nice 	 18.28
10.714286 	 sour 	 11.8
10.857143 	 stories 	 18.59
11.0 	 gold 	 14.78
11.0 	 hard 	 10.3
11.0 	 make 	 10.3
11.0 	 somebody 	 16.88
11.0 	 stopped 	 11.36
11.0 	 there 	 14.0
11.0 	 word 	 15.56
11.142857 	 stick 	 12.86
11.285714 	 close 	 12.45
11.285714 	 meeting 	 14.29
11.285714 	 moves 	 14.86
11.285714 	 round 	 24.25
11.285714 	 takes 	 14.95
11.285714 	 they 	 21.27
11.428571 	 build 	 8.3
11.428571 	 second 	 12.0
11.428571 	 share 	 9.36
11.428571 	 treat 	 18.13
11.571429 	 closely 	 16.99
11.571429 	 hours 	 15.14
11.571429 	 often 	 10.72
11.571429 	 thin 	 15.91
11.571429 	 thing 	 24.69
11.571429 	 under 	 11.97
11.714286 	 drew 	 11.7
11.714286 	 hour 	 13.3
11.714286 	 turns 	 15.6
11.857143 	 great 	 13.8
11.857143 	 never 	 11.05
11.857143 	 rain 	 14.81
11.857143 	 tall 	 24.94
12.0 	 school 	 14.56
12.0 	 sound 	 13.67
12.0 	 that 	 16.04
12.142857 	 brothers 	 18.4
12.142857 	 until 	 14.19
12.285714 	 clock 	 9.59
12.285714 	 many 	 10.69
12.285714 	 player 	 14.9
12.285714 	 true 	 24.23
12.428571 	 draw 	 13.34
12.428571 	 holding 	 15.61
12.428571 	 homes 	 13.4
12.428571 	 rich 	 12.43
12.428571 	 save 	 9.98
12.571429 	 fallen 	 13.34
12.571429 	 nobody 	 15.5
12.571429 	 regularly 	 13.31
12.714286 	 alive 	 15.49
12.714286 	 mail 	 10.92
12.714286 	 walking 	 11.46
12.857143 	 horse 	 16.78
12.857143 	 jean 	 10.88
12.857143 	 leaves 	 10.68
12.857143 	 meal 	 24.97
12.857143 	 sung 	 9.51
12.857143 	 went 	 15.98
13.0 	 friend 	 17.34
13.0 	 heads 	 19.04
13.0 	 measured 	 12.48
13.0 	 open 	 10.58
13.0 	 paper 	 14.46
13.0 	 show 	 7.79
13.142857 	 seen 	 9.87
13.142857 	 wish 	 20.79
13.285714 	 blood 	 15.52
13.285714 	 free 	 17.5
13.285714 	 much 	 16.29
13.285714 	 opened 	 12.38
13.285714 	 riding 	 9.96
13.285714 	 ship 	 13.29
13.428571 	 answers 	 14.59
13.428571 	 looks 	 15.65
13.428571 	 money 	 26.1
13.428571 	 prayer 	 18.51
13.428571 	 writers 	 11.8
13.571429 	 anything 	 24.64
13.571429 	 bought 	 17.29
13.571429 	 sons 	 18.16
13.714286 	 high 	 15.97
13.714286 	 list 	 13.79
13.714286 	 more 	 15.36
13.714286 	 towns 	 16.88
13.857143 	 beaches 	 12.9
13.857143 	 burned 	 17.7
13.857143 	 family 	 16.35
13.857143 	 fatty 	 15.15
13.857143 	 hear 	 16.14
13.857143 	 worms 	 12.48
14.0 	 both 	 12.42
14.0 	 castle 	 20.91
14.0 	 food 	 17.68
14.0 	 lady 	 23.56
14.0 	 lonely 	 11.05
14.0 	 looking 	 19.4
14.0 	 parties 	 16.86
14.0 	 stay 	 15.15
14.0 	 walls 	 14.4
14.142857 	 begin 	 21.37
14.142857 	 glass 	 14.4
14.142857 	 rest 	 21.12
14.285714 	 easy 	 11.32
14.285714 	 mild 	 23.43
14.285714 	 thick 	 14.93
14.285714 	 voices 	 17.83
14.285714 	 with 	 14.07
14.428571 	 lived 	 16.05
14.428571 	 none 	 12.55
14.571429 	 babies 	 17.18
14.571429 	 feel 	 12.87
14.571429 	 five 	 16.72
14.714286 	 corners 	 22.1
14.714286 	 fires 	 9.81
14.714286 	 night 	 25.72
14.714286 	 people 	 19.99
14.714286 	 strong 	 11.59
14.714286 	 warm 	 14.5
14.714286 	 written 	 21.66
14.857143 	 chat 	 20.3
14.857143 	 game 	 18.83
14.857143 	 over 	 21.04
15.0 	 ages 	 17.45
15.0 	 seems 	 15.92
15.0 	 shot 	 11.27
15.142857 	 teams 	 19.15
15.285714 	 called 	 12.63
15.285714 	 enjoy 	 15.16
15.285714 	 find 	 12.59
15.285714 	 full 	 15.73
15.285714 	 tiny 	 16.95
15.428571 	 dinner 	 14.67
15.428571 	 eating 	 26.45
15.428571 	 talk 	 26.37
15.571429 	 apart 	 15.05
15.571429 	 births 	 22.92
15.571429 	 closer 	 27.24
15.571429 	 flag 	 24.93
15.571429 	 newspaper 	 12.01
15.571429 	 touch 	 12.78
15.714286 	 will 	 18.32
15.857143 	 pages 	 23.55
16.0 	 burning 	 17.8
16.0 	 carry 	 17.35
16.0 	 from 	 20.95
16.0 	 hide 	 18.77
16.0 	 office 	 24.38
16.0 	 sheet 	 10.83
16.0 	 ways 	 26.28
16.142857 	 cross 	 17.72
16.142857 	 enough 	 22.97
16.142857 	 feeding 	 24.58
16.142857 	 keep 	 16.49
16.142857 	 sang 	 26.52
16.142857 	 standing 	 25.02
16.285714 	 crop 	 23.74
16.285714 	 places 	 13.1
16.428571 	 beauty 	 14.75
16.428571 	 downtown 	 16.8
16.428571 	 families 	 19.56
16.428571 	 flat 	 18.24
16.428571 	 lakes 	 18.8
16.428571 	 minds 	 19.03
16.428571 	 thinks 	 13.79
16.428571 	 tried 	 11.7
16.571429 	 earlier 	 16.57
16.571429 	 getting 	 14.08
16.571429 	 going 	 17.91
16.571429 	 sees 	 18.37
16.714286 	 gates 	 16.84
16.714286 	 learning 	 15.93
16.714286 	 shown 	 11.1
16.857143 	 again 	 20.72
16.857143 	 asked 	 16.93
16.857143 	 better 	 15.97
16.857143 	 even 	 15.53
16.857143 	 only 	 16.42
16.857143 	 planes 	 24.62
16.857143 	 radio 	 19.51
16.857143 	 watched 	 26.81
16.857143 	 weak 	 17.21
17.0 	 july 	 24.15
17.0 	 mirror 	 14.65
17.142857 	 another 	 15.06
17.142857 	 driver 	 18.21
17.142857 	 dying 	 19.77
17.142857 	 keeping 	 18.62
17.142857 	 naked 	 25.37
17.142857 	 rough 	 23.78
17.142857 	 rush 	 21.16
17.142857 	 sheets 	 25.93
17.142857 	 something 	 13.36
17.285714 	 clear 	 20.56
17.285714 	 football 	 14.68
17.285714 	 inside 	 15.03
17.285714 	 pick 	 14.04
17.285714 	 picked 	 9.18
17.285714 	 said 	 17.45
17.285714 	 seat 	 17.0
17.285714 	 time 	 18.36
17.285714 	 works 	 23.52
17.428571 	 afraid 	 27.07
17.428571 	 letter 	 17.33
17.428571 	 seeing 	 17.08
17.428571 	 turned 	 18.91
17.571429 	 could 	 16.5
17.571429 	 good 	 11.03
17.571429 	 starts 	 16.76
17.714286 	 house 	 25.43
17.714286 	 rings 	 24.05
17.857143 	 enter 	 11.35
17.857143 	 near 	 25.8
18.0 	 always 	 24.89
18.0 	 having 	 25.62
18.0 	 play 	 19.46
18.0 	 road 	 26.13
18.0 	 same 	 20.33
18.0 	 smaller 	 14.24
18.285714 	 does 	 21.88
18.285714 	 group 	 25.17
18.285714 	 visits 	 8.69
18.428571 	 come 	 12.84
18.428571 	 covered 	 19.61
18.428571 	 lots 	 12.04
18.857143 	 blocks 	 18.81
18.857143 	 shopping 	 16.83
18.857143 	 singing 	 22.94
19.0 	 pull 	 23.38
19.0 	 whole 	 20.03
19.142857 	 after 	 13.87
19.142857 	 fully 	 23.94
19.142857 	 life 	 18.6
19.142857 	 light 	 17.72
19.142857 	 stronger 	 10.25
19.142857 	 think 	 16.06
19.142857 	 type 	 24.8
19.285714 	 almost 	 16.22
19.285714 	 loud 	 23.42
19.285714 	 pain 	 16.27
19.285714 	 right 	 14.07
19.285714 	 saved 	 18.16
19.285714 	 surprise 	 12.98
19.285714 	 wanted 	 27.18
19.285714 	 wear 	 17.03
19.428571 	 colder 	 8.2
19.428571 	 different 	 26.92
19.428571 	 meet 	 17.38
19.571429 	 fire 	 15.28
19.571429 	 sort 	 22.28
19.714286 	 fights 	 18.27
19.714286 	 lands 	 23.34
19.714286 	 spend 	 17.99
19.857143 	 captain 	 19.26
19.857143 	 known 	 22.53
19.857143 	 saving 	 16.36
20.0 	 during 	 22.2
20.0 	 quit 	 25.65
20.0 	 sign 	 24.62
20.0 	 telling 	 16.31
20.0 	 wire 	 16.01
20.142857 	 body 	 17.59
20.142857 	 bright 	 22.52
20.142857 	 tied 	 26.87
20.285714 	 anymore 	 16.26
20.428571 	 bones 	 25.15
20.428571 	 weather 	 18.08
20.571429 	 card 	 16.43
20.571429 	 hurt 	 25.62
20.714286 	 some 	 13.01
20.714286 	 were 	 16.28
20.857143 	 bread 	 16.67
20.857143 	 heard 	 25.77
20.857143 	 lets 	 22.53
20.857143 	 planted 	 18.51
20.857143 	 poles 	 12.79
21.0 	 lies 	 23.39
21.0 	 real 	 17.21
21.142857 	 fair 	 20.45
21.285714 	 shape 	 21.42
21.428571 	 view 	 25.6
21.428571 	 working 	 13.66
21.571429 	 believe 	 22.44
21.571429 	 chance 	 25.69
21.571429 	 land 	 21.07
21.571429 	 roads 	 25.52
21.571429 	 rules 	 14.28
21.571429 	 together 	 23.24
21.571429 	 year 	 22.26
21.714286 	 cash 	 24.11
21.714286 	 covers 	 18.14
21.714286 	 giving 	 25.32
21.714286 	 sentence 	 16.28
21.857143 	 been 	 18.41
21.857143 	 what 	 17.88
22.0 	 might 	 23.86
22.0 	 shared 	 25.94
22.142857 	 front 	 25.62
22.571429 	 chain 	 15.85
22.571429 	 farmers 	 22.72
22.571429 	 huge 	 18.64
22.571429 	 leave 	 12.26
22.571429 	 males 	 25.03
22.571429 	 move 	 14.59
22.714286 	 dirt 	 26.89
22.714286 	 highest 	 22.51
22.714286 	 watch 	 21.9
22.857143 	 boom 	 25.39
22.857143 	 edge 	 14.89
22.857143 	 hiding 	 23.16
22.857143 	 highway 	 22.81
23.0 	 comes 	 14.12
23.285714 	 strings 	 22.2
23.571429 	 needs 	 17.56
23.714286 	 chains 	 26.4
23.714286 	 makers 	 17.28
23.714286 	 usually 	 26.42
23.857143 	 every 	 20.7
23.857143 	 trouble 	 26.67
24.0 	 gray 	 23.9
24.0 	 levels 	 23.98
24.0 	 understand 	 13.52
24.142857 	 shortly 	 22.25
24.285714 	 prayers 	 21.06
24.428571 	 shore 	 17.86
24.571429 	 doctor 	 16.65
24.571429 	 march 	 17.13
24.571429 	 plane 	 24.93
24.571429 	 stands 	 24.22
24.571429 	 tennis 	 23.93
24.571429 	 while 	 25.52
24.714286 	 became 	 25.02
24.857143 	 shares 	 24.63
25.0 	 file 	 20.74
25.142857 	 pure 	 23.9
25.285714 	 brought 	 22.87
25.428571 	 moving 	 21.59
25.428571 	 pint 	 25.2
25.571429 	 class 	 24.68
25.571429 	 living 	 26.92
25.714286 	 direct 	 25.56
25.857143 	 indian 	 19.72
25.857143 	 owns 	 24.82
26.142857 	 finger 	 25.97
26.142857 	 middle 	 25.12
26.142857 	 spoke 	 24.64
26.285714 	 curve 	 27.0
26.285714 	 following 	 23.11
26.285714 	 paying 	 25.51
26.285714 	 spaces 	 6.9
26.428571 	 indians 	 19.76
26.428571 	 voice 	 27.21
26.714286 	 daughter 	 26.46
26.714286 	 east 	 22.01
26.857143 	 pictures 	 21.33
27.0 	 passed 	 22.85
27.0 	 person 	 25.29
27.142857 	 younger 	 25.64
27.285714 	 halls 	 25.16
27.285714 	 killing 	 23.82
27.428571 	 solid 	 24.83
27.714286 	 heating 	 20.37
27.857143 	 actor 	 26.01
27.857143 	 korean 	 26.36
28.0 	 changes 	 20.01
28.0 	 main 	 20.72
28.142857 	 neighborhood 	 14.53
28.285714 	 couple 	 27.12
28.285714 	 kind 	 21.35
28.428571 	 schools 	 21.43
28.714286 	 taking 	 13.83
29.142857 	 serious 	 17.62
29.285714 	 germs 	 27.24
29.857143 	 meaning 	 27.17
29.857143 	 rocky 	 25.94
30.0 	 medal 	 20.13
30.714286 	 oceans 	 21.33
30.857143 	 either 	 23.45
31.428571 	 colleges 	 23.85
31.428571 	 spent 	 17.38
31.571429 	 instead 	 27.07
31.571429 	 wheat 	 23.92
31.714286 	 falls 	 21.49
32.0 	 computers 	 24.48
32.285714 	 opening 	 26.71
32.428571 	 noise 	 25.36
32.571429 	 weeks 	 21.01
32.857143 	 photographs 	 25.95
32.857143 	 wide 	 25.91
33.285714 	 cooler 	 24.42
33.285714 	 rows 	 24.53
33.571429 	 moment 	 21.93
33.714286 	 limited 	 25.61
33.857143 	 studying 	 25.6
34.0 	 belonged 	 25.22
34.0 	 cause 	 23.32
34.428571 	 hobby 	 26.41
34.571429 	 deal 	 23.04
34.571429 	 stroke 	 17.15
34.857143 	 sixth 	 25.2
35.142857 	 michigan 	 23.94
35.142857 	 willing 	 26.11
35.285714 	 youngest 	 22.93
35.428571 	 continues 	 24.11
35.428571 	 strip 	 27.14
35.714286 	 railway 	 26.75
35.857143 	 search 	 24.79
36.0 	 impossible 	 21.62
37.857143 	 decide 	 26.56
37.857143 	 website 	 24.79
38.142857 	 newspapers 	 22.62
38.714286 	 rescue 	 21.27
39.428571 	 happened 	 23.59
40.142857 	 route 	 25.8
42.571429 	 solo 	 22.57
42.857143 	 china 	 24.75
43.0 	 copied 	 26.79
43.285714 	 bodies 	 26.03
43.285714 	 orders 	 27.22
43.571429 	 several 	 25.28
43.714286 	 against 	 26.44
43.714286 	 demands 	 24.57
44.0 	 drivers 	 21.97
44.714286 	 heavily 	 15.36
45.142857 	 understood 	 23.13
45.428571 	 birth 	 22.82
45.428571 	 popular 	 22.23
45.857143 	 lead 	 22.36
46.714286 	 contact 	 26.39
47.142857 	 projects 	 19.72
48.571429 	 harvest 	 26.78
49.142857 	 commonly 	 25.15
49.285714 	 degrees 	 26.31
49.571429 	 lords 	 27.09
50.428571 	 expressed 	 22.97
51.571429 	 obey 	 23.32
51.857143 	 facts 	 25.98
52.571429 	 countries 	 21.87
52.714286 	 deleted 	 26.94
52.857143 	 considers 	 24.78
53.714286 	 decided 	 27.14
54.0 	 secondary 	 19.57
54.285714 	 assist 	 20.44
55.0 	 affects 	 26.03
55.428571 	 listed 	 14.33
55.571429 	 sole 	 26.37
55.857143 	 general 	 25.33
56.0 	 channels 	 24.66
56.0 	 rate 	 26.96
56.0 	 symbols 	 24.11
56.428571 	 onwards 	 24.09
57.142857 	 attended 	 25.75
57.571429 	 separation 	 26.28
58.285714 	 population 	 24.81
58.428571 	 reflect 	 23.91
59.285714 	 advice 	 26.21
59.285714 	 bound 	 26.51
59.571429 	 training 	 24.89
59.714286 	 possibly 	 21.82
59.857143 	 prepare 	 23.83
60.142857 	 coastline 	 23.96
60.428571 	 infant 	 26.51
60.428571 	 setting 	 26.53
60.571429 	 grand 	 21.92
61.142857 	 constantly 	 27.07
61.142857 	 initial 	 26.12
61.857143 	 thermal 	 24.09
62.714286 	 current 	 20.56
62.714286 	 ingredients 	 23.74
63.0 	 moderate 	 25.47
63.142857 	 releases 	 26.95
63.285714 	 fractions 	 24.88
63.714286 	 performed 	 24.83
63.857143 	 assigned 	 24.84
63.857143 	 dramatic 	 23.13
64.0 	 examined 	 26.65
64.0 	 identified 	 26.35
64.0 	 politicians 	 18.06
64.0 	 portion 	 13.01
64.0 	 proper 	 21.73
64.0 	 succeeded 	 25.68
64.142857 	 divided 	 27.2
64.285714 	 contain 	 20.84
64.285714 	 mention 	 24.3
64.571429 	 egyptian 	 21.52
64.571429 	 ongoing 	 16.08
65.0 	 widely 	 27.19
65.142857 	 detect 	 26.02
65.142857 	 recovered 	 25.94
65.285714 	 attention 	 19.51
66.0 	 correctly 	 21.42
66.0 	 series 	 25.55
66.142857 	 extremely 	 22.92
66.285714 	 audience 	 26.35
66.428571 	 injury 	 21.2
66.428571 	 separated 	 25.26
66.571429 	 manager 	 25.3
66.714286 	 valuable 	 22.54
66.857143 	 bond 	 18.54
66.857143 	 relate 	 21.05
66.857143 	 relies 	 26.61
67.0 	 governor 	 7.09
67.0 	 passage 	 24.59
67.142857 	 unit 	 21.35
67.428571 	 funds 	 24.33
67.428571 	 progress 	 21.71
67.571429 	 detection 	 22.71
67.714286 	 harvested 	 26.58
68.0 	 contribute 	 21.42
68.142857 	 increase 	 20.17
68.142857 	 nation 	 23.12
68.142857 	 solving 	 11.58
68.285714 	 transportation 	 27.05
68.428571 	 obtained 	 23.81
68.571429 	 solution 	 25.39
68.714286 	 hinduism 	 20.34
68.714286 	 requires 	 18.71
68.857143 	 creation 	 25.18
68.857143 	 policy 	 26.54
69.285714 	 accounts 	 23.93
69.285714 	 machinery 	 20.91
69.285714 	 responded 	 23.83
69.285714 	 widespread 	 12.26
69.428571 	 voyage 	 19.46
69.571429 	 phrases 	 27.1
69.571429 	 united 	 23.15
69.857143 	 language 	 19.19
69.857143 	 leading 	 24.96
69.857143 	 purchase 	 19.49
70.0 	 identify 	 18.53
70.0 	 native 	 22.44
70.0 	 uniform 	 26.96
70.142857 	 genetically 	 26.16
70.142857 	 shall 	 15.76
70.428571 	 leadership 	 24.12
70.428571 	 tribal 	 25.88
70.571429 	 flexible 	 21.49
70.857143 	 mainstream 	 24.13
70.857143 	 stock 	 18.24
71.0 	 location 	 22.77
71.0 	 official 	 26.61
71.142857 	 expression 	 24.56
71.428571 	 inland 	 18.46
71.428571 	 regarding 	 18.24
71.428571 	 testing 	 22.01
71.571429 	 conduct 	 22.88
71.571429 	 interpretation 	 24.67
71.571429 	 metro 	 23.64
71.857143 	 formula 	 18.86
72.0 	 acceptance 	 15.39
72.0 	 accumulated 	 24.21
72.0 	 situated 	 22.28
72.0 	 vital 	 14.24
72.142857 	 concerning 	 24.79
72.142857 	 valid 	 18.21
72.285714 	 monitor 	 26.67
72.428571 	 acidic 	 25.74
72.428571 	 articles 	 27.18
72.428571 	 historical 	 20.09
72.428571 	 orchestra 	 16.58
72.571429 	 agency 	 17.26
72.571429 	 conditions 	 25.85
72.571429 	 metals 	 19.13
72.571429 	 summary 	 27.05
72.714286 	 noble 	 24.09
72.714286 	 nutrition 	 10.87
72.714286 	 prevents 	 14.51
72.714286 	 unified 	 20.25
72.857143 	 agent 	 23.85
72.857143 	 response 	 23.09
72.857143 	 scandinavian 	 18.73
73.0 	 conducted 	 24.77
73.0 	 imported 	 24.95
73.142857 	 discuss 	 22.73
73.142857 	 frequently 	 25.17
73.142857 	 opposed 	 19.84
73.285714 	 specified 	 14.75
73.285714 	 welfare 	 27.23
73.428571 	 economics 	 20.41
73.428571 	 extension 	 23.34
73.428571 	 philosophy 	 25.24
73.571429 	 components 	 26.02
73.571429 	 containing 	 12.75
73.571429 	 islamic 	 27.08
73.714286 	 improve 	 24.83
73.714286 	 society 	 21.47
73.857143 	 artwork 	 18.36
73.857143 	 organize 	 21.54
73.857143 	 principle 	 22.02
73.857143 	 prior 	 24.16
73.857143 	 status 	 25.66
74.0 	 appointed 	 23.59
74.0 	 consideration 	 22.12
74.0 	 disputes 	 27.18
74.0 	 employed 	 25.79
74.0 	 origin 	 21.99
74.0 	 stated 	 26.0
74.142857 	 advance 	 11.96
74.142857 	 conductor 	 27.18
74.142857 	 southeast 	 24.07
74.285714 	 digit 	 16.54
74.285714 	 element 	 16.85
74.285714 	 findings 	 23.13
74.428571 	 component 	 24.92
74.428571 	 cosmic 	 14.99
74.428571 	 missiles 	 20.44
74.428571 	 varies 	 21.84
74.571429 	 cells 	 25.04
74.571429 	 developments 	 26.43
74.714286 	 achieve 	 18.67
74.714286 	 arguments 	 23.7
74.714286 	 complex 	 21.48
74.714286 	 landscape 	 23.36
75.0 	 influx 	 24.62
75.0 	 launched 	 19.48
75.0 	 observations 	 21.8
75.142857 	 segments 	 13.38
75.285714 	 regulation 	 20.62
75.428571 	 extends 	 14.75
75.428571 	 technique 	 18.12
75.571429 	 administered 	 13.07
75.714286 	 collapse 	 22.63
75.714286 	 port 	 14.07
75.714286 	 requirements 	 27.13
75.714286 	 term 	 12.13
75.857143 	 deemed 	 26.18
75.857143 	 dietary 	 15.74
75.857143 	 regarded 	 17.87
76.0 	 collision 	 20.17
76.0 	 ethics 	 14.78
76.0 	 imposed 	 23.99
76.0 	 industry 	 13.95
76.0 	 recognize 	 23.62
76.0 	 significant 	 21.13
76.142857 	 information 	 23.74
76.285714 	 composition 	 21.91
76.285714 	 efforts 	 23.49
76.285714 	 experienced 	 21.31
76.285714 	 permitted 	 24.61
76.285714 	 restoration 	 17.96
76.285714 	 triggered 	 14.93
76.428571 	 devoted 	 15.65
76.428571 	 inherent 	 24.77
76.428571 	 pornography 	 17.52
76.714286 	 development 	 20.52
76.714286 	 physicians 	 23.54
76.857143 	 equally 	 19.95
76.857143 	 resemble 	 24.88
76.857143 	 transfer 	 23.88
76.857143 	 variable 	 25.52
77.0 	 designated 	 19.86
77.0 	 developing 	 21.32
77.0 	 international 	 14.67
77.142857 	 education 	 20.87
77.142857 	 societies 	 12.77
77.142857 	 tension 	 25.02
77.285714 	 achieved 	 17.51
77.285714 	 numerous 	 14.12
77.285714 	 ownership 	 20.94
77.285714 	 strait 	 11.22
77.428571 	 affecting 	 23.58
77.428571 	 functions 	 24.73
77.571429 	 constitution 	 16.79
77.571429 	 declared 	 22.85
77.571429 	 generally 	 15.47
77.571429 	 incident 	 19.34
77.571429 	 manufactured 	 19.19
77.571429 	 south 	 25.42
77.571429 	 technology 	 22.73
77.714286 	 condition 	 25.02
77.714286 	 finance 	 15.15
77.714286 	 industries 	 11.48
77.857143 	 ancestry 	 25.4
77.857143 	 appears 	 16.73
77.857143 	 ceremonial 	 18.6
77.857143 	 demonstrated 	 16.47
77.857143 	 impact 	 16.36
77.857143 	 interior 	 15.86
77.857143 	 reduce 	 22.44
78.0 	 characteristics 	 20.84
78.0 	 commission 	 11.06
78.0 	 contained 	 20.74
78.0 	 indicates 	 11.8
78.0 	 minerals 	 18.62
78.0 	 profession 	 19.67
78.0 	 thus 	 21.93
78.142857 	 dealt 	 16.95
78.142857 	 ratio 	 21.27
78.142857 	 regard 	 11.95
78.142857 	 reversed 	 23.83
78.285714 	 contribution 	 26.36
78.285714 	 economies 	 14.02
78.285714 	 internal 	 25.28
78.428571 	 aspect 	 13.53
78.428571 	 concepts 	 23.17
78.428571 	 resolved 	 18.42
78.428571 	 virtue 	 8.98
78.571429 	 approximate 	 23.49
78.571429 	 evolutionary 	 23.23
78.571429 	 literature 	 18.94
78.714286 	 e.g. 	 27.24
78.714286 	 matrices 	 26.54
78.714286 	 peninsula 	 22.83
78.714286 	 resolve 	 21.48
78.714286 	 vast 	 12.22
78.857143 	 contracts 	 25.14
78.857143 	 literacy 	 14.39
78.857143 	 ritual 	 12.52
79.0 	 committee 	 17.05
79.0 	 devices 	 11.92
79.0 	 hardware 	 25.47
79.0 	 independence 	 19.71
79.0 	 retain 	 21.6
79.142857 	 converted 	 25.71
79.142857 	 marketing 	 19.19
79.285714 	 explanations 	 20.11
79.285714 	 purchasing 	 11.27
79.428571 	 complicated 	 19.7
79.428571 	 producer 	 26.64
79.571429 	 district 	 17.58
79.571429 	 essence 	 18.7
79.571429 	 facility 	 18.28
79.571429 	 relatively 	 23.88
79.714286 	 abundant 	 23.75
79.714286 	 determined 	 17.44
79.857143 	 accurately 	 17.37
79.857143 	 adopt 	 25.6
79.857143 	 civilians 	 12.9
79.857143 	 consistently 	 11.13
79.857143 	 geography 	 24.24
79.857143 	 interface 	 24.18
79.857143 	 processing 	 15.09
79.857143 	 ultimately 	 26.26
80.0 	 commerce 	 16.78
80.0 	 ecological 	 13.88
