Row,subj01,subj02,subj03,subj04,subj05,subj06,subj07,subj08,subj09,subj10,subj11,subj12,subj13,subj14,subj15,subj16,subj17,subj18,subj19,subj20,subj21,subj22,subj23,subj24
duck,1.14774210459465,0.919942381001218,1.02534724393064,0.878243578060784,0.945297003860876,1.34730790946369,0.808852634039026,0.473299676750512,0.950475338384382,1.31730284131348,1.21823323224661,1.1181231985525,1.20367466306079,1.08611787154183,1.5078425438215,-0.522978495969829,0.729338080003031,1.51901434012629,1.4836951287348,1.43717666342456,0.849201073377156,1.03035619125656,0.529983300881459,0.890354345580624
elephant,-0.438568121267875,-0.678367731625454,-0.627689572540694,-0.534617792286319,-0.230273520326022,-0.460612186372262,0.170482402903304,-0.597889909359573,0.767380938922235,-0.747731325909493,-0.332385970727183,-0.269134215511233,-0.140042091419635,-0.703246520095829,-0.698031825626023,-1.05603580663715,-0.245123966908982,-0.393818532625334,-0.483941260192187,-0.438555366681547,-0.549124640273479,-0.730900053026349,-0.887275413835253,-0.410397706166069
goldfish,1.78226619493966,1.54150742480048,1.69149640877729,1.74769672904362,1.53308226595432,1.65254117239703,1.44722286517475,1.61752491645901,1.38532453710698,1.52380625803577,1.66502181615431,1.49161557926197,1.52499823478437,1.4887248596603,1.5078425438215,1.79962835765207,1.67815638883841,1.51901434012629,1.91144216980588,1.55589388051988,1.75552329518775,1.53701894646123,1.46638638024786,1.59985546471518
hamster,-0.658211075618071,-0.678367731625454,-0.775722720284396,-0.643299436159173,-0.818058782419471,-0.695407004013294,-1.10625805936814,1.61752491645901,-0.903355456169859,-0.747731325909493,-0.726611191822214,-0.989440949736634,-1.39612514452091,-0.725613574991299,-0.724608625257921,-0.370676407207738,-0.860573680748147,-0.73137727487562,-0.65504007662062,-0.747220131129387,-0.704494164012439,-0.875660840227684,-1.03912456184061,-0.765148265733349
hawk,-0.658211075618071,-0.678367731625454,-0.775722720284396,-0.779151491000241,-0.818058782419471,-0.695407004013294,-1.10625805936814,-0.816996870154818,-0.903355456169859,-0.633007205508217,-0.752892873228549,-1.17618714009137,-0.256887026591847,-0.725613574991299,-0.724608625257921,-0.561054018160352,-0.62978003805846,-0.73137727487562,-0.569490668406403,-0.723476687710323,-0.704494164012439,-0.875660840227684,-0.98850817917216,-0.765148265733349
horse,-0.658211075618071,-0.656168980061195,-0.627689572540694,-0.643299436159173,-0.700501730000781,-0.695407004013294,-0.825375157668421,-0.79265165228868,-0.834695056371554,-0.747731325909493,-0.726611191822214,-0.1624221067371,-0.286098260384899,1.4887248596603,-0.777762224521717,-0.751431629112967,-0.62978003805846,-0.73137727487562,-0.683556546025359,-0.747220131129387,-0.704494164012439,-0.803280446627016,0.276901387539189,-0.646898079210922
mammoth,-0.658211075618071,-0.678367731625454,-0.751050528993779,-0.588958614222746,0.592625846604807,-0.695407004013294,-0.0593308803055552,-0.816996870154818,-0.0794306585901962,-0.564172733267451,0.061839250367848,-0.615948569027167,-0.373731961764058,-0.725613574991299,-0.724608625257921,-1.01796028444663,-0.809286204594883,-0.73137727487562,-0.683556546025359,-0.723476687710323,-0.652704322766119,-0.827407244493905,-1.01381637050639,-0.765148265733349
monkey,-0.633806302912494,-0.678367731625454,-0.775722720284396,-0.724810669063814,-0.700501730000781,-0.695407004013294,-1.02965363163185,-0.816996870154818,-0.903355456169859,-0.770676149989748,-0.752892873228549,-0.429202378672433,-0.169253325212688,-0.703246520095829,-0.671455025994125,-0.332600885017215,-0.860573680748147,-0.73137727487562,-0.683556546025359,-0.723476687710323,-0.704494164012439,-0.827407244493905,-1.06443275317484,-0.765148265733349
moose,-0.658211075618071,-0.678367731625454,-0.751050528993779,-0.724810669063814,-0.700501730000781,-0.695407004013294,0.579039350830166,-0.816996870154818,-0.903355456169859,-0.747731325909493,-0.647766147603208,0.1577142195853,-0.0231971562474243,-0.703246520095829,-0.724608625257921,-0.370676407207738,-0.886217418824779,-0.73137727487562,-0.626523607215881,-0.723476687710323,-0.575019560896639,-0.851534042360794,-0.786042648498344,-0.765148265733349
mosquito,-0.658211075618071,-0.678367731625454,-0.331623277053292,-0.751981080032027,0.357511741767427,-0.695407004013294,0.451365304603022,0.0107405372938845,0.675833739191162,-0.242945196143879,-0.674047829009543,-1.06947503131723,-0.957956637625113,-0.725613574991299,-0.804339024153614,0.0481543368880143,0.652406865773135,-0.281298951875239,-0.626523607215881,-0.723476687710323,-0.523229719650319,0.885595404055226,0.302209578873416,0.0626030399236376
mouse,-0.658211075618071,-0.678367731625454,-0.677033955121928,-0.724810669063814,-0.818058782419471,-0.695407004013294,-0.442353018986988,-0.79265165228868,-0.903355456169859,-0.747731325909493,-0.700329510415878,-0.375846324285367,-0.870322936245955,-0.725613574991299,-0.644878226362227,-0.484902973779306,-0.886217418824779,-0.73137727487562,-0.626523607215881,-0.699733244291258,-0.704494164012439,-0.851534042360794,-0.98850817917216,-0.765148265733349
orca,1.78226619493966,1.54150742480048,1.69149640877729,1.61184467420255,1.53308226595432,1.65254117239703,1.44722286517475,1.44710839139604,1.38532453710698,1.50086143395552,1.66502181615431,1.49161557926197,1.49578700099132,1.4887248596603,1.4281121449258,1.30464656917527,1.54993769845525,1.51901434012629,1.62627747575849,1.55589388051988,1.78141821581091,1.53701894646123,1.44107818891363,1.59985546471518
penguin,0.415598923427332,1.3639174122864,0.457886844246449,1.12277727677471,1.53308226595432,0.830759310653419,1.19187477272046,0.400264023152098,1.38532453710698,1.06490977643067,-0.174695882289171,0.611240681875367,0.911562325130265,0.392739169782236,1.4546889445577,1.22849552479422,0.908844246539454,0.956416436375811,1.05594808766371,1.05728156871953,0.797411232130836,1.05448298912345,0.681832448886821,1.2451049051479
pig,-0.658211075618071,-0.678367731625454,0.21116493134028,-0.317254504540611,-0.700501730000781,-0.695407004013294,-0.672166302195848,0.400264023152098,-0.74314785664048,-0.747731325909493,0.140684294586854,0.424494491520634,0.531816285820578,-0.703246520095829,-0.724608625257921,-0.0279967074930315,-0.0399740622959263,-0.73137727487562,-0.712073015430098,-0.699733244291258,-0.497334799027159,-0.875660840227684,0.403442344210324,-0.765148265733349
rhino,-0.658211075618071,-0.678367731625454,-0.751050528993779,-0.751981080032027,-0.700501730000781,-0.695407004013294,-0.825375157668421,-0.670925562957988,0.607173339392856,-0.770676149989748,-0.647766147603208,-0.749338704994834,-0.724266767280691,-0.703246520095829,-0.724608625257921,-0.675280584731921,0.139532104240497,-0.73137727487562,-0.740589484834837,-0.0586602719765126,-0.575019560896639,0.18591826591544,0.200976813536508,-0.694198153819893
salmon,1.78226619493966,1.54150742480048,1.69149640877729,1.63901508517076,1.53308226595432,1.65254117239703,1.44722286517475,1.61752491645901,1.38532453710698,1.50086143395552,1.53361340912263,1.49161557926197,1.49578700099132,1.51109191455577,1.16234414860683,1.72347731327102,1.67815638883841,1.51901434012629,1.56924453694901,1.60338076735801,1.80731313643407,1.51289214859434,1.44107818891363,1.59985546471518
seal,1.39178983165043,1.54150742480048,1.19805258296496,1.42165179742505,1.53308226595432,1.3942668729919,1.19187477272046,1.10627534127011,1.38532453710698,1.50086143395552,1.63874013474797,1.1981572801331,0.96998479271637,1.42162369497389,1.5078425438215,1.38079761355632,1.42171900807209,1.40649475937619,1.28407984290163,1.55589388051988,0.926885835246635,1.07860978699034,1.46638638024786,1.2451049051479
snake,-0.633806302912494,-0.678367731625454,0.704608757152618,-0.751981080032027,-0.818058782419471,-0.296255814023539,-0.493422637477846,-0.816996870154818,-0.628713856976638,-0.495338261026686,-0.568921103384201,-1.17618714009137,-1.22085774176259,-0.725613574991299,0.551077757073176,-0.0660722296835544,-0.75799872844162,-0.0562597903750477,-0.512457729596925,-0.177377489071836,-0.652704322766119,0.330679053116775,0.985530744897545,0.417353599490917
swordfish,1.75786142223409,1.54150742480048,1.69149640877729,1.47599261936148,1.53308226595432,1.65254117239703,1.44722286517475,1.61752491645901,1.1564565377793,1.52380625803577,1.5861767719353,1.46493755206843,1.52499823478437,1.51109191455577,1.4546889445577,1.64732626888998,1.67815638883841,1.51901434012629,1.62627747575849,1.55589388051988,1.72962837456459,1.53701894646123,1.44107818891363,1.59985546471518
tiger,-0.658211075618071,-0.678367731625454,-0.701706146412545,0.0903016599825919,-0.700501730000781,-0.695407004013294,-0.110400498796413,-0.816996870154818,-0.903355456169859,-0.747731325909493,-0.779174554634885,-1.17618714009137,-0.256887026591847,-0.703246520095829,-0.671455025994125,-0.561054018160352,-0.62978003805846,-0.73137727487562,-0.712073015430098,-0.723476687710323,-0.678599243389279,-0.875660840227684,-0.735426265829891,-0.765148265733349
turtle,0.220360741782713,1.43051366697918,-0.306951085762675,0.606539468378649,0.357511741767427,0.47856708419187,0.962061489511599,0.400264023152098,0.721607339056698,1.22552354499245,1.5861767719353,1.0380891169719,0.298126415476156,0.86244732258712,1.4546889445577,1.00004239165109,0.934487984616086,0.843896855625716,0.200454005521547,1.03353812530046,1.05636043836243,0.18591826591544,1.18799627557136,1.00860453210305
whale,1.78226619493966,1.54150742480048,1.69149640877729,1.69335590710719,1.53308226595432,1.65254117239703,1.44722286517475,1.61752491645901,1.38532453710698,1.50086143395552,1.69130349756064,1.49161557926197,1.49578700099132,1.4887248596603,1.5078425438215,1.49502418012788,1.62686891268515,1.51901434012629,1.88292570040114,1.57963732393895,1.67783853331827,1.53701894646123,1.46638638024786,1.59985546471518
